bookingId,deskNumber,blockedFrom,roomId,userId,blockedUntil,userName,roomName,variableBooking
3354,6, 2024-12-24,5,77.0, 2024-12-24,Isabella Karimi,"Raum ""Reinhausen""",1
3414,6, 2025-01-08,4,77.0, 2025-01-08,Isabella Karimi,"Raum ""Dechbetten""",1
3425,6, 2025-01-21,5,77.0, 2025-01-21,Isabella Karimi,"Raum ""Reinhausen""",1
1865,1, 2024-02-01,4,76.0, 2024-02-01,Daniel Schmidt,"Raum ""Dechbetten""",1
1975,6, 2024-02-16,5,76.0, 2024-02-16,Daniel Schmidt,"Raum ""Reinhausen""",1
2073,1, 2024-03-13,4,76.0, 2024-03-13,Daniel Schmidt,"Raum ""Dechbetten""",1
2226,6, 2024-04-18,5,76.0, 2024-04-18,Daniel Schmidt,"Raum ""Reinhausen""",1
2336,6, 2024-05-03,5,76.0, 2024-05-03,Daniel Schmidt,"Raum ""Reinhausen""",1
2416,6, 2024-06-04,5,76.0, 2024-06-04,Daniel Schmidt,"Raum ""Reinhausen""",1
2417,6, 2024-06-05,5,76.0, 2024-06-05,Daniel Schmidt,"Raum ""Reinhausen""",1
2606,6, 2024-07-11,5,76.0, 2024-07-11,Daniel Schmidt,"Raum ""Reinhausen""",1
2636,4, 2024-07-11,1,76.0, 2024-07-11,Daniel Schmidt,"Raum ""Prüfening""",1
2913,6, 2024-09-09,5,76.0, 2024-09-09,Daniel Schmidt,"Raum ""Reinhausen""",1
2922,6, 2024-09-20,5,76.0, 2024-09-20,Daniel Schmidt,"Raum ""Reinhausen""",1
3126,6, 2024-11-08,5,76.0, 2024-11-08,Daniel Schmidt,"Raum ""Reinhausen""",1
3132,6, 2024-11-18,5,76.0, 2024-11-18,Daniel Schmidt,"Raum ""Reinhausen""",1
3183,4, 2024-11-06,1,76.0, 2024-11-06,Daniel Schmidt,"Raum ""Prüfening""",1
3347,6, 2024-12-13,5,76.0, 2024-12-13,Daniel Schmidt,"Raum ""Reinhausen""",1
3358,6, 2024-12-30,5,76.0, 2024-12-30,Daniel Schmidt,"Raum ""Reinhausen""",1
3418,6, 2025-01-10,5,76.0, 2025-01-10,Daniel Schmidt,"Raum ""Reinhausen""",1
3424,6, 2025-01-20,5,76.0, 2025-01-20,Daniel Schmidt,"Raum ""Reinhausen""",1
3432,6, 2025-01-30,5,76.0, 2025-01-30,Daniel Schmidt,"Raum ""Reinhausen""",1
1888,6, 2024-02-06,5,75.0, 2024-02-06,Sofia Russo,"Raum ""Reinhausen""",1
1960,4, 2024-02-15,1,75.0, 2024-02-15,Sofia Russo,"Raum ""Prüfening""",1
2052,4, 2024-03-11,1,75.0, 2024-03-11,Sofia Russo,"Raum ""Prüfening""",1
2219,6, 2024-04-09,5,75.0, 2024-04-09,Sofia Russo,"Raum ""Reinhausen""",1
2232,6, 2024-04-26,5,75.0, 2024-04-26,Sofia Russo,"Raum ""Reinhausen""",1
2333,6, 2024-04-30,5,75.0, 2024-04-30,Sofia Russo,"Raum ""Reinhausen""",1
2334,6, 2024-05-01,5,75.0, 2024-05-01,Sofia Russo,"Raum ""Reinhausen""",1
2342,6, 2024-05-13,5,75.0, 2024-05-13,Sofia Russo,"Raum ""Reinhausen""",1
2346,6, 2024-05-17,5,75.0, 2024-05-17,Sofia Russo,"Raum ""Reinhausen""",1
2411,6, 2024-05-28,5,75.0, 2024-05-28,Sofia Russo,"Raum ""Reinhausen""",1
2421,6, 2024-06-11,5,75.0, 2024-06-11,Sofia Russo,"Raum ""Reinhausen""",1
2490,6, 2024-06-24,5,75.0, 2024-06-24,Sofia Russo,"Raum ""Reinhausen""",1
2558,1, 2024-06-20,10,75.0, 2024-06-20,Sofia Russo,"Raum ""Innenstadt""",1
2602,6, 2024-07-05,5,75.0, 2024-07-05,Sofia Russo,"Raum ""Reinhausen""",1
2610,6, 2024-07-17,5,75.0, 2024-07-17,Sofia Russo,"Raum ""Reinhausen""",1
2612,6, 2024-07-19,5,75.0, 2024-07-19,Sofia Russo,"Raum ""Reinhausen""",1
2920,6, 2024-09-18,5,75.0, 2024-09-18,Sofia Russo,"Raum ""Reinhausen""",1
3127,6, 2024-11-11,5,75.0, 2024-11-11,Sofia Russo,"Raum ""Reinhausen""",1
3131,6, 2024-11-15,5,75.0, 2024-11-15,Sofia Russo,"Raum ""Reinhausen""",1
3134,6, 2024-11-20,5,75.0, 2024-11-20,Sofia Russo,"Raum ""Reinhausen""",1
3343,6, 2024-12-09,5,75.0, 2024-12-09,Sofia Russo,"Raum ""Reinhausen""",1
3346,6, 2024-12-12,5,75.0, 2024-12-12,Sofia Russo,"Raum ""Reinhausen""",1
3353,6, 2024-12-23,5,75.0, 2024-12-23,Sofia Russo,"Raum ""Reinhausen""",1
3420,6, 2025-01-14,5,75.0, 2025-01-14,Sofia Russo,"Raum ""Reinhausen""",1
3430,6, 2025-01-28,5,75.0, 2025-01-28,Sofia Russo,"Raum ""Reinhausen""",1
1931,6, 2024-02-08,5,74.0, 2024-02-08,Elias Torres,"Raum ""Reinhausen""",1
1973,6, 2024-02-14,5,74.0, 2024-02-14,Elias Torres,"Raum ""Reinhausen""",1
2046,4, 2024-03-04,1,74.0, 2024-03-04,Elias Torres,"Raum ""Prüfening""",1
2085,6, 2024-03-14,5,74.0, 2024-03-14,Elias Torres,"Raum ""Reinhausen""",1
2230,6, 2024-04-24,5,74.0, 2024-04-24,Elias Torres,"Raum ""Reinhausen""",1
2414,6, 2024-05-31,5,74.0, 2024-05-31,Elias Torres,"Raum ""Reinhausen""",1
2422,6, 2024-06-12,5,74.0, 2024-06-12,Elias Torres,"Raum ""Reinhausen""",1
2431,4, 2024-05-23,1,74.0, 2024-05-23,Elias Torres,"Raum ""Prüfening""",1
2491,6, 2024-06-25,5,74.0, 2024-06-25,Elias Torres,"Raum ""Reinhausen""",1
2492,6, 2024-06-26,5,74.0, 2024-06-26,Elias Torres,"Raum ""Reinhausen""",1
2598,6, 2024-07-01,5,74.0, 2024-07-01,Elias Torres,"Raum ""Reinhausen""",1
2608,6, 2024-07-15,5,74.0, 2024-07-15,Elias Torres,"Raum ""Reinhausen""",1
2917,6, 2024-09-13,5,74.0, 2024-09-13,Elias Torres,"Raum ""Reinhausen""",1
2921,6, 2024-09-19,5,74.0, 2024-09-19,Elias Torres,"Raum ""Reinhausen""",1
3120,6, 2024-10-31,5,74.0, 2024-10-31,Elias Torres,"Raum ""Reinhausen""",1
3123,6, 2024-11-05,5,74.0, 2024-11-05,Elias Torres,"Raum ""Reinhausen""",1
3125,6, 2024-11-07,5,74.0, 2024-11-07,Elias Torres,"Raum ""Reinhausen""",1
1452,4, 2023-10-30,1,73.0, 2023-10-30,Layla Silva,"Raum ""Prüfening""",1
1878,5, 2024-02-02,5,73.0, 2024-02-02,Layla Silva,"Raum ""Reinhausen""",1
1920,6, 2024-02-07,5,73.0, 2024-02-07,Layla Silva,"Raum ""Reinhausen""",1
1969,6, 2024-02-13,5,73.0, 2024-02-13,Layla Silva,"Raum ""Reinhausen""",1
2006,6, 2024-02-29,5,73.0, 2024-02-29,Layla Silva,"Raum ""Reinhausen""",1
2007,6, 2024-03-01,5,73.0, 2024-03-01,Layla Silva,"Raum ""Reinhausen""",1
2130,4, 2024-03-21,1,73.0, 2024-03-21,Layla Silva,"Raum ""Prüfening""",1
2222,6, 2024-04-12,5,73.0, 2024-04-12,Layla Silva,"Raum ""Reinhausen""",1
2225,6, 2024-04-17,5,73.0, 2024-04-17,Layla Silva,"Raum ""Reinhausen""",1
2306,4, 2024-04-26,1,73.0, 2024-04-26,Layla Silva,"Raum ""Prüfening""",1
2337,6, 2024-05-06,5,73.0, 2024-05-06,Layla Silva,"Raum ""Reinhausen""",1
2339,6, 2024-05-08,5,73.0, 2024-05-08,Layla Silva,"Raum ""Reinhausen""",1
2413,6, 2024-05-30,5,73.0, 2024-05-30,Layla Silva,"Raum ""Reinhausen""",1
2419,6, 2024-06-07,5,73.0, 2024-06-07,Layla Silva,"Raum ""Reinhausen""",1
2605,6, 2024-07-10,5,73.0, 2024-07-10,Layla Silva,"Raum ""Reinhausen""",1
2611,6, 2024-07-18,5,73.0, 2024-07-18,Layla Silva,"Raum ""Reinhausen""",1
2909,6, 2024-09-03,5,73.0, 2024-09-03,Layla Silva,"Raum ""Reinhausen""",1
2919,6, 2024-09-17,5,73.0, 2024-09-17,Layla Silva,"Raum ""Reinhausen""",1
2927,6, 2024-09-27,5,73.0, 2024-09-27,Layla Silva,"Raum ""Reinhausen""",1
2928,6, 2024-09-30,5,73.0, 2024-09-30,Layla Silva,"Raum ""Reinhausen""",1
2953,4, 2024-09-19,1,73.0, 2024-09-19,Layla Silva,"Raum ""Prüfening""",1
3089,3, 2024-10-22,10,73.0, 2024-10-22,Layla Silva,"Raum ""Innenstadt""",1
3122,6, 2024-11-04,5,73.0, 2024-11-04,Layla Silva,"Raum ""Reinhausen""",1
3133,6, 2024-11-19,5,73.0, 2024-11-19,Layla Silva,"Raum ""Reinhausen""",1
3349,6, 2024-12-17,5,73.0, 2024-12-17,Layla Silva,"Raum ""Reinhausen""",1
3356,6, 2024-12-26,5,73.0, 2024-12-26,Layla Silva,"Raum ""Reinhausen""",1
3421,6, 2025-01-15,5,73.0, 2025-01-15,Layla Silva,"Raum ""Reinhausen""",1
1812,5, 2024-01-15,5,72.0, 2024-01-15,William O’Connor,"Raum ""Reinhausen""",1
1879,4, 2024-02-08,1,72.0, 2024-02-08,William O’Connor,"Raum ""Prüfening""",1
1981,4, 2024-02-19,1,72.0, 2024-02-19,William O’Connor,"Raum ""Prüfening""",1
1984,6, 2024-02-20,5,72.0, 2024-02-20,William O’Connor,"Raum ""Reinhausen""",1
1985,6, 2024-02-21,5,72.0, 2024-02-21,William O’Connor,"Raum ""Reinhausen""",1
1986,6, 2024-02-22,5,72.0, 2024-02-22,William O’Connor,"Raum ""Reinhausen""",1
2087,6, 2024-03-18,5,72.0, 2024-03-18,William O’Connor,"Raum ""Reinhausen""",1
2114,4, 2024-03-19,1,72.0, 2024-03-19,William O’Connor,"Raum ""Prüfening""",1
2218,6, 2024-04-08,5,72.0, 2024-04-08,William O’Connor,"Raum ""Reinhausen""",1
2220,6, 2024-04-10,5,72.0, 2024-04-10,William O’Connor,"Raum ""Reinhausen""",1
2223,6, 2024-04-15,5,72.0, 2024-04-15,William O’Connor,"Raum ""Reinhausen""",1
2228,6, 2024-04-22,5,72.0, 2024-04-22,William O’Connor,"Raum ""Reinhausen""",1
2229,6, 2024-04-23,5,72.0, 2024-04-23,William O’Connor,"Raum ""Reinhausen""",1
2332,6, 2024-04-29,5,72.0, 2024-04-29,William O’Connor,"Raum ""Reinhausen""",1
2338,6, 2024-05-07,5,72.0, 2024-05-07,William O’Connor,"Raum ""Reinhausen""",1
2340,6, 2024-05-09,5,72.0, 2024-05-09,William O’Connor,"Raum ""Reinhausen""",1
2343,6, 2024-05-14,5,72.0, 2024-05-14,William O’Connor,"Raum ""Reinhausen""",1
2359,2, 2024-05-03,5,72.0, 2024-05-03,William O’Connor,"Raum ""Reinhausen""",1
2485,6, 2024-06-17,5,72.0, 2024-06-17,William O’Connor,"Raum ""Reinhausen""",1
2600,6, 2024-07-03,5,72.0, 2024-07-03,William O’Connor,"Raum ""Reinhausen""",1
2607,6, 2024-07-12,5,72.0, 2024-07-12,William O’Connor,"Raum ""Reinhausen""",1
2614,6, 2024-07-23,5,72.0, 2024-07-23,William O’Connor,"Raum ""Reinhausen""",1
2714,10, 2024-07-16,5,72.0, 2024-07-16,William O’Connor,"Raum ""Reinhausen""",1
2723,4, 2024-07-22,1,72.0, 2024-07-22,William O’Connor,"Raum ""Prüfening""",1
2949,2, 2024-09-05,5,72.0, 2024-09-05,William O’Connor,"Raum ""Reinhausen""",1
3212,4, 2024-11-12,1,72.0, 2024-11-12,William O’Connor,"Raum ""Prüfening""",1
3246,2, 2024-11-21,10,72.0, 2024-11-21,William O’Connor,"Raum ""Innenstadt""",1
3351,6, 2024-12-19,5,72.0, 2024-12-19,William O’Connor,"Raum ""Reinhausen""",1
3423,6, 2025-01-17,5,72.0, 2025-01-17,William O’Connor,"Raum ""Reinhausen""",1
3428,6, 2025-01-24,5,72.0, 2025-01-24,William O’Connor,"Raum ""Reinhausen""",1
3429,6, 2025-01-27,5,72.0, 2025-01-27,William O’Connor,"Raum ""Reinhausen""",1
3467,2, 2025-01-13,5,72.0, 2025-01-13,William O’Connor,"Raum ""Reinhausen""",1
3730,4, 2025-02-25,1,72.0, 2025-02-25,William O’Connor,"Raum ""Prüfening""",1
1681,3, 2023-12-18,5,71.0, 2023-12-18,Fatima Ibrahim,"Raum ""Reinhausen""",1
1860,5, 2024-01-29,5,71.0, 2024-01-29,Fatima Ibrahim,"Raum ""Reinhausen""",1
1983,6, 2024-02-19,5,71.0, 2024-02-19,Fatima Ibrahim,"Raum ""Reinhausen""",1
2003,6, 2024-02-26,5,71.0, 2024-02-26,Fatima Ibrahim,"Raum ""Reinhausen""",1
2159,4, 2024-03-27,1,71.0, 2024-03-27,Fatima Ibrahim,"Raum ""Prüfening""",1
2221,6, 2024-04-11,5,71.0, 2024-04-11,Fatima Ibrahim,"Raum ""Reinhausen""",1
2231,6, 2024-04-25,5,71.0, 2024-04-25,Fatima Ibrahim,"Raum ""Reinhausen""",1
2381,4, 2024-05-13,1,71.0, 2024-05-13,Fatima Ibrahim,"Raum ""Prüfening""",1
2420,6, 2024-06-10,5,71.0, 2024-06-10,Fatima Ibrahim,"Raum ""Reinhausen""",1
2486,6, 2024-06-18,5,71.0, 2024-06-18,Fatima Ibrahim,"Raum ""Reinhausen""",1
2507,4, 2024-06-10,1,71.0, 2024-06-10,Fatima Ibrahim,"Raum ""Prüfening""",1
2601,6, 2024-07-04,5,71.0, 2024-07-04,Fatima Ibrahim,"Raum ""Reinhausen""",1
2603,6, 2024-07-08,5,71.0, 2024-07-08,Fatima Ibrahim,"Raum ""Reinhausen""",1
2644,6, 2024-07-04,4,71.0, 2024-07-04,Fatima Ibrahim,"Raum ""Dechbetten""",1
2743,6, 2024-07-24,4,71.0, 2024-07-24,Fatima Ibrahim,"Raum ""Dechbetten""",1
2785,2, 2024-08-02,5,71.0, 2024-08-02,Fatima Ibrahim,"Raum ""Reinhausen""",1
2916,6, 2024-09-12,5,71.0, 2024-09-12,Fatima Ibrahim,"Raum ""Reinhausen""",1
2923,6, 2024-09-23,5,71.0, 2024-09-23,Fatima Ibrahim,"Raum ""Reinhausen""",1
2925,6, 2024-09-25,5,71.0, 2024-09-25,Fatima Ibrahim,"Raum ""Reinhausen""",1
3015,6, 2024-09-19,4,71.0, 2024-09-19,Fatima Ibrahim,"Raum ""Dechbetten""",1
3117,6, 2024-10-28,5,71.0, 2024-10-28,Fatima Ibrahim,"Raum ""Reinhausen""",1
3121,6, 2024-11-01,5,71.0, 2024-11-01,Fatima Ibrahim,"Raum ""Reinhausen""",1
3128,6, 2024-11-12,5,71.0, 2024-11-12,Fatima Ibrahim,"Raum ""Reinhausen""",1
3135,6, 2024-11-21,5,71.0, 2024-11-21,Fatima Ibrahim,"Raum ""Reinhausen""",1
3275,2, 2024-11-28,10,71.0, 2024-11-28,Fatima Ibrahim,"Raum ""Innenstadt""",1
3350,6, 2024-12-18,5,71.0, 2024-12-18,Fatima Ibrahim,"Raum ""Reinhausen""",1
3352,6, 2024-12-20,5,71.0, 2024-12-20,Fatima Ibrahim,"Raum ""Reinhausen""",1
3382,2, 2024-12-16,5,71.0, 2024-12-16,Fatima Ibrahim,"Raum ""Reinhausen""",1
3393,2, 2024-12-18,10,71.0, 2024-12-18,Fatima Ibrahim,"Raum ""Innenstadt""",1
3416,6, 2025-01-08,5,71.0, 2025-01-08,Fatima Ibrahim,"Raum ""Reinhausen""",1
3419,6, 2025-01-13,5,71.0, 2025-01-13,Fatima Ibrahim,"Raum ""Reinhausen""",1
3433,6, 2025-01-31,5,71.0, 2025-01-31,Fatima Ibrahim,"Raum ""Reinhausen""",1
3512,4, 2025-01-21,1,71.0, 2025-01-21,Fatima Ibrahim,"Raum ""Prüfening""",1
3531,2, 2025-01-28,10,71.0, 2025-01-28,Fatima Ibrahim,"Raum ""Innenstadt""",1
3659,2, 2025-02-12,4,71.0, 2025-02-12,Fatima Ibrahim,"Raum ""Dechbetten""",1
3782,5, 2025-03-12,4,71.0, 2025-03-12,Fatima Ibrahim,"Raum ""Dechbetten""",1
1307,5, 2023-10-02,5,70.0, 2023-10-02,Rafael Costa,"Raum ""Reinhausen""",1
1428,6, 2023-10-24,5,70.0, 2023-10-24,Rafael Costa,"Raum ""Reinhausen""",1
1458,3, 2023-11-02,4,70.0, 2023-11-02,Rafael Costa,"Raum ""Dechbetten""",1
1520,6, 2023-11-22,5,70.0, 2023-11-22,Rafael Costa,"Raum ""Reinhausen""",1
1525,6, 2023-11-29,5,70.0, 2023-11-29,Rafael Costa,"Raum ""Reinhausen""",1
1535,3, 2023-11-13,4,70.0, 2023-11-13,Rafael Costa,"Raum ""Dechbetten""",1
1622,6, 2023-12-21,5,70.0, 2023-12-21,Rafael Costa,"Raum ""Reinhausen""",1
1739,6, 2024-01-12,5,70.0, 2024-01-12,Rafael Costa,"Raum ""Reinhausen""",1
1744,6, 2024-01-19,5,70.0, 2024-01-19,Rafael Costa,"Raum ""Reinhausen""",1
2366,2, 2024-05-07,5,70.0, 2024-05-07,Rafael Costa,"Raum ""Reinhausen""",1
2464,1, 2024-06-03,5,70.0, 2024-06-03,Rafael Costa,"Raum ""Reinhausen""",1
2574,6, 2024-06-24,4,70.0, 2024-06-24,Rafael Costa,"Raum ""Dechbetten""",1
2724,2, 2024-07-18,5,70.0, 2024-07-18,Rafael Costa,"Raum ""Reinhausen""",1
2782,2, 2024-08-01,5,70.0, 2024-08-01,Rafael Costa,"Raum ""Reinhausen""",1
2970,6, 2024-09-11,4,70.0, 2024-09-11,Rafael Costa,"Raum ""Dechbetten""",1
3040,6, 2024-09-25,4,70.0, 2024-09-25,Rafael Costa,"Raum ""Dechbetten""",1
3153,3, 2024-10-30,10,70.0, 2024-10-30,Rafael Costa,"Raum ""Innenstadt""",1
3176,4, 2024-11-05,1,70.0, 2024-11-05,Rafael Costa,"Raum ""Prüfening""",1
3239,2, 2024-11-20,10,70.0, 2024-11-20,Rafael Costa,"Raum ""Innenstadt""",1
3249,4, 2024-11-27,1,70.0, 2024-11-27,Rafael Costa,"Raum ""Prüfening""",1
3724,4, 2025-02-26,1,70.0, 2025-02-26,Rafael Costa,"Raum ""Prüfening""",1
1355,6, 2023-10-20,5,69.0, 2023-10-20,Ana Gomez,"Raum ""Reinhausen""",1
1429,6, 2023-10-26,5,69.0, 2023-10-26,Ana Gomez,"Raum ""Reinhausen""",1
1430,6, 2023-10-27,5,69.0, 2023-10-27,Ana Gomez,"Raum ""Reinhausen""",1
1433,3, 2023-10-26,4,69.0, 2023-10-26,Ana Gomez,"Raum ""Dechbetten""",1
1516,6, 2023-11-16,5,69.0, 2023-11-16,Ana Gomez,"Raum ""Reinhausen""",1
1526,6, 2023-11-30,5,69.0, 2023-11-30,Ana Gomez,"Raum ""Reinhausen""",1
1565,3, 2023-11-20,4,69.0, 2023-11-20,Ana Gomez,"Raum ""Dechbetten""",1
1625,6, 2023-12-26,5,69.0, 2023-12-26,Ana Gomez,"Raum ""Reinhausen""",1
1654,3, 2023-12-07,5,69.0, 2023-12-07,Ana Gomez,"Raum ""Reinhausen""",1
1684,3, 2023-12-19,5,69.0, 2023-12-19,Ana Gomez,"Raum ""Reinhausen""",1
1707,3, 2024-01-04,5,69.0, 2024-01-04,Ana Gomez,"Raum ""Reinhausen""",1
1734,6, 2024-01-05,5,69.0, 2024-01-05,Ana Gomez,"Raum ""Reinhausen""",1
1738,6, 2024-01-11,5,69.0, 2024-01-11,Ana Gomez,"Raum ""Reinhausen""",1
1816,5, 2024-01-19,4,69.0, 2024-01-19,Ana Gomez,"Raum ""Dechbetten""",1
2166,2, 2024-03-28,5,69.0, 2024-03-28,Ana Gomez,"Raum ""Reinhausen""",1
2358,4, 2024-05-06,1,69.0, 2024-05-06,Ana Gomez,"Raum ""Prüfening""",1
2396,3, 2024-05-16,5,69.0, 2024-05-16,Ana Gomez,"Raum ""Reinhausen""",1
2597,1, 2024-07-02,5,69.0, 2024-07-02,Ana Gomez,"Raum ""Reinhausen""",1
2783,6, 2024-08-07,4,69.0, 2024-08-07,Ana Gomez,"Raum ""Dechbetten""",1
2832,4, 2024-08-13,1,69.0, 2024-08-13,Ana Gomez,"Raum ""Prüfening""",1
2908,3, 2024-09-04,10,69.0, 2024-09-04,Ana Gomez,"Raum ""Innenstadt""",1
2981,2, 2024-09-12,5,69.0, 2024-09-12,Ana Gomez,"Raum ""Reinhausen""",1
3036,4, 2024-09-26,1,69.0, 2024-09-26,Ana Gomez,"Raum ""Prüfening""",1
3041,4, 2024-10-01,1,69.0, 2024-10-01,Ana Gomez,"Raum ""Prüfening""",1
3190,6, 2024-11-06,4,69.0, 2024-11-06,Ana Gomez,"Raum ""Dechbetten""",1
3234,3, 2024-11-19,10,69.0, 2024-11-19,Ana Gomez,"Raum ""Innenstadt""",1
3278,5, 2024-12-03,5,69.0, 2024-12-03,Ana Gomez,"Raum ""Reinhausen""",1
3338,4, 2024-12-13,1,69.0, 2024-12-13,Ana Gomez,"Raum ""Prüfening""",1
3508,2, 2025-01-20,5,69.0, 2025-01-20,Ana Gomez,"Raum ""Reinhausen""",1
3716,2, 2025-02-18,5,69.0, 2025-02-18,Ana Gomez,"Raum ""Reinhausen""",1
1325,6, 2023-10-06,5,68.0, 2023-10-06,Benjamin Dupont,"Raum ""Reinhausen""",1
1346,6, 2023-10-12,5,68.0, 2023-10-12,Benjamin Dupont,"Raum ""Reinhausen""",1
1424,4, 2023-10-23,1,68.0, 2023-10-23,Benjamin Dupont,"Raum ""Prüfening""",1
1432,6, 2023-10-31,5,68.0, 2023-10-31,Benjamin Dupont,"Raum ""Reinhausen""",1
1453,3, 2023-10-30,5,68.0, 2023-10-30,Benjamin Dupont,"Raum ""Reinhausen""",1
1468,5, 2023-11-08,5,68.0, 2023-11-08,Benjamin Dupont,"Raum ""Reinhausen""",1
1524,6, 2023-11-28,5,68.0, 2023-11-28,Benjamin Dupont,"Raum ""Reinhausen""",1
1531,4, 2023-11-13,1,68.0, 2023-11-13,Benjamin Dupont,"Raum ""Prüfening""",1
1540,5, 2023-11-15,5,68.0, 2023-11-15,Benjamin Dupont,"Raum ""Reinhausen""",1
1748,6, 2024-01-25,5,68.0, 2024-01-25,Benjamin Dupont,"Raum ""Reinhausen""",1
1750,6, 2024-01-29,5,68.0, 2024-01-29,Benjamin Dupont,"Raum ""Reinhausen""",1
1850,3, 2024-01-25,5,68.0, 2024-01-25,Benjamin Dupont,"Raum ""Reinhausen""",1
1961,5, 2024-02-09,5,68.0, 2024-02-09,Benjamin Dupont,"Raum ""Reinhausen""",1
1970,3, 2024-02-13,5,68.0, 2024-02-13,Benjamin Dupont,"Raum ""Reinhausen""",1
1989,5, 2024-02-19,5,68.0, 2024-02-19,Benjamin Dupont,"Raum ""Reinhausen""",1
2018,5, 2024-02-27,5,68.0, 2024-02-27,Benjamin Dupont,"Raum ""Reinhausen""",1
2026,3, 2024-03-01,5,68.0, 2024-03-01,Benjamin Dupont,"Raum ""Reinhausen""",1
2257,4, 2024-04-17,1,68.0, 2024-04-17,Benjamin Dupont,"Raum ""Prüfening""",1
2430,2, 2024-05-23,5,68.0, 2024-05-23,Benjamin Dupont,"Raum ""Reinhausen""",1
2496,2, 2024-06-06,5,68.0, 2024-06-06,Benjamin Dupont,"Raum ""Reinhausen""",1
2526,5, 2024-06-20,5,68.0, 2024-06-20,Benjamin Dupont,"Raum ""Reinhausen""",1
2567,4, 2024-06-20,1,68.0, 2024-06-20,Benjamin Dupont,"Raum ""Prüfening""",1
2588,2, 2024-06-26,5,68.0, 2024-06-26,Benjamin Dupont,"Raum ""Reinhausen""",1
2641,5, 2024-07-05,5,68.0, 2024-07-05,Benjamin Dupont,"Raum ""Reinhausen""",1
2747,4, 2024-07-25,1,68.0, 2024-07-25,Benjamin Dupont,"Raum ""Prüfening""",1
2774,2, 2024-08-01,10,68.0, 2024-08-01,Benjamin Dupont,"Raum ""Innenstadt""",1
3057,1, 2024-10-02,5,68.0, 2024-10-02,Benjamin Dupont,"Raum ""Reinhausen""",1
3216,5, 2024-11-14,5,68.0, 2024-11-14,Benjamin Dupont,"Raum ""Reinhausen""",1
3276,4, 2024-11-26,1,68.0, 2024-11-26,Benjamin Dupont,"Raum ""Prüfening""",1
3339,2, 2024-12-12,10,68.0, 2024-12-12,Benjamin Dupont,"Raum ""Innenstadt""",1
3342,2, 2024-12-09,5,68.0, 2024-12-09,Benjamin Dupont,"Raum ""Reinhausen""",1
3446,10, 2025-01-08,5,68.0, 2025-01-08,Benjamin Dupont,"Raum ""Reinhausen""",1
3480,1, 2025-01-14,10,68.0, 2025-01-14,Benjamin Dupont,"Raum ""Innenstadt""",1
1332,3, 2023-10-05,4,67.0, 2023-10-05,Amina Bashir,"Raum ""Dechbetten""",1
1343,5, 2023-10-18,5,67.0, 2023-10-18,Amina Bashir,"Raum ""Reinhausen""",1
1427,6, 2023-10-23,5,67.0, 2023-10-23,Amina Bashir,"Raum ""Reinhausen""",1
1431,6, 2023-10-30,5,67.0, 2023-10-30,Amina Bashir,"Raum ""Reinhausen""",1
1454,4, 2023-11-03,1,67.0, 2023-11-03,Amina Bashir,"Raum ""Prüfening""",1
1491,4, 2023-11-10,1,67.0, 2023-11-10,Amina Bashir,"Raum ""Prüfening""",1
1512,6, 2023-11-09,5,67.0, 2023-11-09,Amina Bashir,"Raum ""Reinhausen""",1
1513,6, 2023-11-13,5,67.0, 2023-11-13,Amina Bashir,"Raum ""Reinhausen""",1
1519,6, 2023-11-21,5,67.0, 2023-11-21,Amina Bashir,"Raum ""Reinhausen""",1
1627,6, 2023-12-29,5,67.0, 2023-12-29,Amina Bashir,"Raum ""Reinhausen""",1
1685,5, 2023-12-20,5,67.0, 2023-12-20,Amina Bashir,"Raum ""Reinhausen""",1
1736,6, 2024-01-09,5,67.0, 2024-01-09,Amina Bashir,"Raum ""Reinhausen""",1
1740,6, 2024-01-15,5,67.0, 2024-01-15,Amina Bashir,"Raum ""Reinhausen""",1
1751,6, 2024-01-30,5,67.0, 2024-01-30,Amina Bashir,"Raum ""Reinhausen""",1
1778,5, 2024-01-10,5,67.0, 2024-01-10,Amina Bashir,"Raum ""Reinhausen""",1
1871,5, 2024-01-31,5,67.0, 2024-01-31,Amina Bashir,"Raum ""Reinhausen""",1
1872,5, 2024-02-05,5,67.0, 2024-02-05,Amina Bashir,"Raum ""Reinhausen""",1
2103,5, 2024-03-21,5,67.0, 2024-03-21,Amina Bashir,"Raum ""Reinhausen""",1
2138,2, 2024-03-21,5,67.0, 2024-03-21,Amina Bashir,"Raum ""Reinhausen""",1
2274,2, 2024-04-17,4,67.0, 2024-04-17,Amina Bashir,"Raum ""Dechbetten""",1
2283,4, 2024-04-22,1,67.0, 2024-04-22,Amina Bashir,"Raum ""Prüfening""",1
2460,3, 2024-06-03,10,67.0, 2024-06-03,Amina Bashir,"Raum ""Innenstadt""",1
2511,6, 2024-06-13,4,67.0, 2024-06-13,Amina Bashir,"Raum ""Dechbetten""",1
2566,3, 2024-06-20,5,67.0, 2024-06-20,Amina Bashir,"Raum ""Reinhausen""",1
2568,5, 2024-06-21,5,67.0, 2024-06-21,Amina Bashir,"Raum ""Reinhausen""",1
2665,6, 2024-07-10,4,67.0, 2024-07-10,Amina Bashir,"Raum ""Dechbetten""",1
2773,2, 2024-07-30,5,67.0, 2024-07-30,Amina Bashir,"Raum ""Reinhausen""",1
