,roomName,deskNumber,blockedFrom,roomID,blockedByIdAnonym,blockedUntil,bookedAt,userId,userName
811,"Raum ""Dechbetten""",5, 2024-01-23,4,164, 2025-01-31, 2022-11-24,4,Noah Wilson
812,"Raum ""Dechbetten""",5, 2024-01-23,4,164, 2025-01-31, 2022-10-13,3,Emma Brown
813,"Raum ""Dechbetten""",5, 2024-01-23,4,164, 2025-01-31, 2022-11-10,2,Liam Smith
814,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-09-03,98,Hiro Tanaka
815,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-09-02,95,Amara Okafor
816,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-01-22,95,Amara Okafor
817,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-03-17,95,Amara Okafor
818,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-11-21,94,Sofia Novak
819,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-12-12,94,Sofia Novak
820,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-01-14,94,Sofia Novak
821,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-10-29,93,Leo Hernández
822,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-01-15,93,Leo Hernández
823,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-02-05,93,Leo Hernández
824,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-07-09,92,Yara Hussein
825,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-09-10,92,Yara Hussein
826,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-12-17,91,Noah Schulz
827,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-02-04,91,Noah Schulz
828,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-12-16,90,Maya Taylor
829,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-01-09,90,Maya Taylor
830,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-02-12,90,Maya Taylor
831,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-03-12,90,Maya Taylor
832,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-03-13,90,Maya Taylor
833,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-07-17,89,Fatima Mohammed
834,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-10-30,89,Fatima Mohammed
835,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-11-07,89,Fatima Mohammed
836,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-09-18,88,Aiden Berger
837,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-03-04,86,Emma Lindström
838,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-03-26,86,Emma Lindström
839,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-01-23,76,Daniel Schmidt
840,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-02-29,76,Daniel Schmidt
841,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-04-11,76,Daniel Schmidt
842,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-05-08,76,Daniel Schmidt
843,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-07-11,75,Sofia Russo
844,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-11-06,75,Sofia Russo
845,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-02-15,74,Elias Torres
846,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-03-11,74,Elias Torres
847,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-03-04,73,Layla Silva
848,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-05-23,73,Layla Silva
849,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-10-30,72,William O’Connor
850,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-03-21,72,William O’Connor
851,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-04-26,72,William O’Connor
852,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-09-19,72,William O’Connor
853,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-02-08,71,Fatima Ibrahim
854,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-02-19,71,Fatima Ibrahim
855,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-03-19,71,Fatima Ibrahim
856,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-07-22,71,Fatima Ibrahim
857,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-11-12,71,Fatima Ibrahim
858,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-02-25,71,Fatima Ibrahim
859,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-03-27,70,Rafael Costa
860,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-05-13,70,Rafael Costa
861,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-06-10,70,Rafael Costa
862,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-01-21,70,Rafael Costa
863,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-11-05,69,Ana Gomez
864,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-11-27,69,Ana Gomez
865,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-02-26,69,Ana Gomez
866,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-05-06,68,Benjamin Dupont
867,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-08-13,68,Benjamin Dupont
868,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-09-26,68,Benjamin Dupont
869,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-10-01,68,Benjamin Dupont
870,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-12-13,68,Benjamin Dupont
871,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-10-23,67,Amina Bashir
872,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-11-13,67,Amina Bashir
873,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-04-17,67,Amina Bashir
874,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-06-20,67,Amina Bashir
875,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-07-25,67,Amina Bashir
876,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-11-26,67,Amina Bashir
877,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-11-03,66,Matteo Romano
878,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-11-10,66,Matteo Romano
879,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-04-22,66,Matteo Romano
880,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-04-15,65,Eva Berg
881,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-04-29,65,Eva Berg
882,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-06-17,65,Eva Berg
883,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-12-05,65,Eva Berg
884,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-10-19,63,Yasmin Ali
885,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-02-21,63,Yasmin Ali
886,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-09-15,58,Noah Petrović
887,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-01-15,55,Aya Takahashi
888,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-05-02,55,Aya Takahashi
889,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-06-03,55,Aya Takahashi
890,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-07-02,55,Aya Takahashi
891,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-06-28,53,Sophia Park
892,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-06-24,53,Sophia Park
893,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-02-28,53,Sophia Park
894,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-05-27,52,Felix Müller
895,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-06-21,52,Felix Müller
896,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-07-11,51,Isabella Moretti
897,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-11-11,50,Kai Yamazaki
898,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-06,49,Clara Kimura
899,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-03,49,Clara Kimura
900,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-06-16,49,Clara Kimura
901,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-02,48,Maximilian Fischer
902,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-06,48,Maximilian Fischer
903,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-02-24,48,Maximilian Fischer
904,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-02-14,47,Amelie Dubois
905,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-04-26,47,Amelie Dubois
906,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-14,46,Elias Hassan
907,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-05-03,46,Elias Hassan
908,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-05-12,46,Elias Hassan
909,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-10-20,46,Elias Hassan
910,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-12-16,45,Chloe Bauer
911,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-05-26,45,Chloe Bauer
912,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-07-13,45,Chloe Bauer
913,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-05,44,Yuki Nakamura
914,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-18,44,Yuki Nakamura
915,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-12-06,44,Yuki Nakamura
916,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-02-09,43,Aarav Gupta
917,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-14,42,Mia Schneider
918,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-09-21,42,Mia Schneider
919,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-15,41,Lucas Dubois
920,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-19,41,Lucas Dubois
921,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-26,41,Lucas Dubois
922,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-02,41,Lucas Dubois
923,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-24,41,Lucas Dubois
924,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-12-23,41,Lucas Dubois
925,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-09-28,41,Lucas Dubois
926,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-10-18,41,Lucas Dubois
927,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-09,40,Aisha Khan
928,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-22,40,Aisha Khan
929,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-22,40,Aisha Khan
930,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-01-23,40,Aisha Khan
931,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-03-14,40,Aisha Khan
932,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-08-18,40,Aisha Khan
933,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-27,39,Emma Wagner
934,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-09,39,Emma Wagner
935,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-21,39,Emma Wagner
936,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-28,39,Emma Wagner
937,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-27,38,Luca Marino
938,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-12,38,Luca Marino
939,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-19,38,Luca Marino
940,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-08,37,Sofia Rojas
941,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-25,37,Sofia Rojas
942,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-23,36,Hiroshi Tanaka
943,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-30,36,Hiroshi Tanaka
944,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-13,36,Hiroshi Tanaka
945,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-04,36,Hiroshi Tanaka
946,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-07,36,Hiroshi Tanaka
947,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-30,36,Hiroshi Tanaka
948,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-12,34,Luka Novak
949,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-20,33,Sara Johansson
950,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-21,33,Sara Johansson
951,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-19,32,Daniel Oliveira
952,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-12-01,32,Daniel Oliveira
953,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-09-29,31,Maria Svensson
954,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-17,29,Isabella Fernandez
955,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-09-05,29,Isabella Fernandez
956,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-11,28,Ahmed Hassan
957,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-04-20,28,Ahmed Hassan
958,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-16,27,Layla Cohen
959,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-22,27,Layla Cohen
960,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-17,26,Noah Yamamoto
961,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-24,26,Noah Yamamoto
962,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-18,25,Emily Nguyen
963,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-08-04,25,Emily Nguyen
964,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-10-28,24,Oscar Cruz
965,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-05-24,24,Oscar Cruz
966,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-06-29,24,Oscar Cruz
967,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-05-25,22,Muhammad Ali
968,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-02-01,20,Jack Nguyen
969,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-10,18,Benjamin Chen
970,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-07-27,18,Benjamin Chen
971,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-11,17,Charlotte Patel
972,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-06-23,17,Charlotte Patel
973,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-04-04,17,Charlotte Patel
974,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-05-17,17,Charlotte Patel
975,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-06-01,16,Alexander Kim
976,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-08-10,16,Alexander Kim
977,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-04-16,16,Alexander Kim
978,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-10,15,Ava Clark
979,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-08-18,15,Ava Clark
980,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-03-09,15,Ava Clark
981,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-03-06,15,Ava Clark
982,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-04-30,15,Ava Clark
983,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-12-08,14,Leo Hernandez
984,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-06-19,14,Leo Hernandez
985,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-03-02,13,Lily Davis
986,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-05-17,12,Mateo Lopez
987,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-02-06,12,Mateo Lopez
988,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-17,11,Chloe Robinson
989,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-01-08,11,Chloe Robinson
990,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-11-15,10,Aiden Lee
991,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-02-02,10,Aiden Lee
992,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-12-07,10,Aiden Lee
993,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2022-12-20,9,Sophia Garcia
994,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-07-10,8,Lucas Thomas
995,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-07-16,8,Lucas Thomas
996,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2024-10-02,8,Lucas Thomas
997,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2025-01-16,8,Lucas Thomas
998,"Raum ""Dechbetten""",4, 2022-08-07,4,145, null, 2023-11-16,4,Noah Wilson
999,"Raum ""Reinhausen""",1, null,5, null, null, 2024-04-04,85,Hassan Karim
1000,"Raum ""Reinhausen""",1, null,5, null, null, 2023-10-20,64,Oscar Martinez
1001,"Raum ""Reinhausen""",1, null,5, null, null, 2024-03-04,58,Noah Petrović
1002,"Raum ""Reinhausen""",1, null,5, null, null, 2024-03-11,54,Elijah Mendes
1003,"Raum ""Reinhausen""",1, null,5, null, null, 2024-07-16,52,Felix Müller
1004,"Raum ""Reinhausen""",1, null,5, null, null, 2023-07-05,41,Lucas Dubois
1005,"Raum ""Reinhausen""",1, null,5, null, null, 2022-10-06,40,Aisha Khan
1006,"Raum ""Reinhausen""",1, null,5, null, null, 2023-04-25,39,Emma Wagner
1007,"Raum ""Reinhausen""",1, null,5, null, null, 2023-10-04,34,Luka Novak
1008,"Raum ""Reinhausen""",1, null,5, null, null, 2022-08-17,31,Maria Svensson
1009,"Raum ""Reinhausen""",1, null,5, null, null, 2022-08-30,31,Maria Svensson
1010,"Raum ""Reinhausen""",1, null,5, null, null, 2022-11-03,31,Maria Svensson
1011,"Raum ""Reinhausen""",1, null,5, null, null, 2023-05-05,31,Maria Svensson
1012,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-19,30,Matteo Russo
1013,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-27,30,Matteo Russo
1014,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-01,29,Isabella Fernandez
1015,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-06,29,Isabella Fernandez
1016,"Raum ""Reinhausen""",1, null,5, null, null, 2022-11-09,29,Isabella Fernandez
1017,"Raum ""Reinhausen""",1, null,5, null, null, 2023-03-09,29,Isabella Fernandez
1018,"Raum ""Reinhausen""",1, null,5, null, null, 2023-06-16,29,Isabella Fernandez
1019,"Raum ""Reinhausen""",1, null,5, null, null, 2022-08-25,28,Ahmed Hassan
1020,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-09,28,Ahmed Hassan
1021,"Raum ""Reinhausen""",1, null,5, null, null, 2022-10-24,28,Ahmed Hassan
1022,"Raum ""Reinhausen""",1, null,5, null, null, 2022-12-16,28,Ahmed Hassan
1023,"Raum ""Reinhausen""",1, null,5, null, null, 2023-01-05,28,Ahmed Hassan
1024,"Raum ""Reinhausen""",1, null,5, null, null, 2023-01-12,28,Ahmed Hassan
1025,"Raum ""Reinhausen""",1, null,5, null, null, 2023-04-28,28,Ahmed Hassan
1026,"Raum ""Reinhausen""",1, null,5, null, null, 2022-08-09,26,Noah Yamamoto
1027,"Raum ""Reinhausen""",1, null,5, null, null, 2022-08-11,26,Noah Yamamoto
1028,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-14,26,Noah Yamamoto
1029,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-29,26,Noah Yamamoto
1030,"Raum ""Reinhausen""",1, null,5, null, null, 2022-11-30,26,Noah Yamamoto
1031,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-02,25,Emily Nguyen
1032,"Raum ""Reinhausen""",1, null,5, null, null, 2022-11-22,25,Emily Nguyen
1033,"Raum ""Reinhausen""",1, null,5, null, null, 2023-05-02,25,Emily Nguyen
1034,"Raum ""Reinhausen""",1, null,5, null, null, 2023-07-13,25,Emily Nguyen
1035,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-07,24,Oscar Cruz
1036,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-22,24,Oscar Cruz
1037,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-30,24,Oscar Cruz
1038,"Raum ""Reinhausen""",1, null,5, null, null, 2022-10-19,24,Oscar Cruz
1039,"Raum ""Reinhausen""",1, null,5, null, null, 2022-10-27,24,Oscar Cruz
1040,"Raum ""Reinhausen""",1, null,5, null, null, 2022-11-15,24,Oscar Cruz
1041,"Raum ""Reinhausen""",1, null,5, null, null, 2022-12-06,24,Oscar Cruz
1042,"Raum ""Reinhausen""",1, null,5, null, null, 2022-12-08,24,Oscar Cruz
1043,"Raum ""Reinhausen""",1, null,5, null, null, 2023-02-02,24,Oscar Cruz
1044,"Raum ""Reinhausen""",1, null,5, null, null, 2022-08-23,23,Hannah Carter
1045,"Raum ""Reinhausen""",1, null,5, null, null, 2022-09-28,23,Hannah Carter
1046,"Raum ""Reinhausen""",1, null,5, null, null, 2022-11-02,23,Hannah Carter
1047,"Raum ""Reinhausen""",1, null,5, null, null, 2022-11-08,23,Hannah Carter
1048,"Raum ""Reinhausen""",1, null,5, null, null, 2023-03-02,23,Hannah Carter
1049,"Raum ""Reinhausen""",1, null,5, null, null, 2023-05-03,23,Hannah Carter
1050,"Raum ""Reinhausen""",1, null,5, null, null, 2022-10-18,22,Muhammad Ali
1051,"Raum ""Reinhausen""",1, null,5, null, null, 2022-11-28,22,Muhammad Ali
1052,"Raum ""Reinhausen""",1, null,5, null, null, 2023-01-10,22,Muhammad Ali
1053,"Raum ""Reinhausen""",1, null,5, null, null, 2024-04-11,16,Alexander Kim
1054,"Raum ""Reinhausen""",5, null,5, null, null, 2023-02-02,52,Felix Müller
1055,"Raum ""Reinhausen""",5, null,5, null, null, 2023-04-20,47,Amelie Dubois
1056,"Raum ""Reinhausen""",5, null,5, null, null, 2022-10-14,36,Hiroshi Tanaka
1057,"Raum ""Reinhausen""",5, null,5, null, null, 2023-03-23,16,Alexander Kim
1058,"Raum ""Reinhausen""",5, null,5, null, null, 2022-10-06,8,Lucas Thomas
1059,"Raum ""Reinhausen""",5, null,5, null, null, 2022-11-03,8,Lucas Thomas
1060,"Raum ""Reinhausen""",5, null,5, null, null, 2022-11-17,7,Mia Taylor
1061,"Raum ""Reinhausen""",5, null,5, null, null, 2022-12-01,7,Mia Taylor
1062,"Raum ""Reinhausen""",5, null,5, null, null, 2022-10-20,6,Ethan Anderson
1063,"Raum ""Reinhausen""",5, null,5, null, null, 2023-02-08,5,Isabella Martinez
1064,"Raum ""Reinhausen""",5, null,5, null, null, 2022-11-24,4,Noah Wilson
1065,"Raum ""Reinhausen""",5, null,5, null, null, 2022-10-13,3,Emma Brown
1066,"Raum ""Reinhausen""",5, null,5, null, null, 2022-11-10,2,Liam Smith
1067,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-27,110,Elijah Taylor
1068,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-10,110,Elijah Taylor
1069,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-02,109,Amelie Klein
1070,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-05,108,Rafael Martins
1071,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-13,108,Rafael Martins
1072,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-28,108,Rafael Martins
1073,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-16,108,Rafael Martins
1074,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-13,108,Rafael Martins
1075,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-06,107,Sofia Garcia
1076,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-12,107,Sofia Garcia
1077,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-18,107,Sofia Garcia
1078,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-20,107,Sofia Garcia
1079,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-19,106,Mateo Torres
1080,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-12,106,Mateo Torres
1081,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-18,106,Mateo Torres
1082,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-08,105,Clara Schmidt
1083,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-25,105,Clara Schmidt
1084,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-26,105,Clara Schmidt
1085,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-03,105,Clara Schmidt
1086,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-05,105,Clara Schmidt
1087,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-14,104,Ahmed Khan
1088,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-20,104,Ahmed Khan
1089,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-07,103,Jonas Lee
1090,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-04,103,Jonas Lee
1091,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-09,103,Jonas Lee
1092,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-19,103,Jonas Lee
1093,"Raum ""Reinhausen""",10, null,5, null, null, 2024-12-23,103,Jonas Lee
1094,"Raum ""Reinhausen""",10, null,5, null, null, 2024-11-04,102,Charlotte Silva
